Country_ID,Region_ID,Year,Week,ILI
1,4,2015,4,0
1,4,2015,5,1
1,4,2015,6,0
1,4,2015,7,0
1,4,2015,8,0
1,4,2015,9,0
1,4,2015,10,0
1,4,2015,11,0
1,4,2015,12,0
1,4,2015,13,0
1,4,2015,14,0
1,4,2015,15,0
1,4,2015,16,1
1,4,2015,17,1
1,4,2015,18,1
1,4,2015,19,1
1,4,2015,20,1
1,4,2015,21,1
1,4,2015,22,1
1,4,2015,23,1
1,4,2015,24,1
1,4,2015,25,1
1,4,2015,27,1
1,4,2015,28,1
1,4,2015,29,1
1,4,2015,30,1
1,4,2015,31,1
1,4,2015,32,1
1,4,2015,33,1
1,4,2015,34,1
1,4,2015,35,1
1,4,2015,36,1
1,4,2015,37,1
1,4,2015,38,1
1,4,2015,39,1
1,4,2015,40,1
1,4,2015,41,1
1,4,2015,42,1
1,4,2015,43,1
1,4,2015,44,1
1,4,2015,45,1
1,4,2015,46,1
1,4,2015,47,1
1,4,2015,48,1
1,4,2015,49,1
1,4,2015,50,1
1,4,2015,51,1
1,4,2015,52,1
1,4,2015,53,1
1,4,2016,1,1
1,4,2016,2,1
1,4,2016,3,1
1,4,2016,4,0
1,4,2016,5,0
1,4,2016,6,1
1,4,2016,7,1
1,4,2016,8,1
1,4,2016,9,1
1,4,2016,10,1
1,4,2016,11,1
1,4,2016,12,1
1,4,2016,13,1
1,4,2016,14,1
1,4,2016,15,1
1,4,2016,16,1
1,4,2016,17,1
1,4,2016,18,0
1,4,2016,19,1
1,4,2016,20,1
1,4,2016,21,1
1,4,2016,22,1
1,4,2016,23,1
1,4,2016,24,1
1,4,2016,25,1
1,4,2016,26,1
1,4,2016,27,1
1,4,2016,28,1
1,4,2016,29,1
1,4,2016,30,1
1,4,2016,31,1
1,4,2016,32,1
1,4,2016,33,1
1,4,2016,34,1
1,4,2016,35,1
1,4,2016,36,1
1,4,2016,37,1
1,4,2016,38,1
1,4,2016,39,1
1,4,2016,40,1
1,4,2016,41,1
1,4,2016,42,1
1,4,2016,43,1
1,4,2016,44,1
1,4,2016,45,1
1,4,2016,46,1
1,4,2016,47,1
1,4,2016,48,1
1,4,2016,49,1
1,4,2016,50,1
1,4,2016,51,1
1,4,2016,52,1
1,4,2017,1,1
2,2,2010,46,0
2,2,2010,47,0
2,2,2010,48,0
2,2,2010,49,0
2,2,2010,50,0
2,2,2010,51,0
2,2,2010,52,0
2,2,2011,1,0
2,2,2011,2,1
2,2,2011,3,1
2,2,2011,4,2
2,2,2011,5,2
2,2,2011,6,2
2,2,2011,7,2
2,2,2011,8,2
2,2,2011,9,2
2,2,2011,10,0
2,2,2011,11,1
2,2,2011,12,1
2,2,2011,13,1
2,2,2011,14,1
2,2,2011,15,1
2,2,2011,40,1
2,2,2011,41,1
2,2,2011,43,0
2,2,2011,44,0
2,2,2011,45,0
2,2,2011,46,0
2,2,2011,47,0
2,2,2011,48,0
2,2,2011,49,0
2,2,2011,50,0
2,2,2011,51,0
2,2,2011,52,0
2,2,2012,1,0
2,2,2012,2,0
2,2,2012,3,1
2,2,2012,4,1
2,2,2012,5,1
2,2,2012,6,0
2,2,2012,7,1
2,2,2012,8,1
2,2,2012,9,0
2,2,2012,10,0
2,2,2012,11,0
2,2,2012,12,0
2,2,2012,13,0
2,2,2012,14,0
2,2,2012,15,0
2,2,2012,40,0
2,2,2012,41,0
2,2,2012,42,0
2,2,2012,43,0
2,2,2012,44,0
2,2,2012,45,0
2,2,2012,46,0
2,2,2012,47,0
2,2,2012,48,0
2,2,2012,49,0
2,2,2012,50,0
2,2,2012,51,0
2,2,2012,52,0
2,2,2013,1,0
2,2,2013,2,0
2,2,2013,3,0
2,2,2013,4,0
2,2,2013,5,0
2,2,2013,6,0
2,2,2013,7,0
2,2,2013,8,0
2,2,2013,9,0
2,2,2013,10,0
2,2,2013,11,0
2,2,2013,12,0
2,2,2013,13,0
2,2,2013,14,0
2,2,2013,15,0
2,2,2013,16,0
2,2,2013,17,0
2,2,2013,40,0
2,2,2013,43,0
2,2,2013,44,0
2,2,2013,45,0
2,2,2013,46,0
2,2,2013,47,0
2,2,2013,48,0
2,2,2013,49,0
2,2,2013,50,0
2,2,2013,51,0
2,2,2013,52,0
2,2,2014,1,0
2,2,2014,2,0
2,2,2014,3,1
2,2,2014,4,1
2,2,2014,5,1
2,2,2014,6,2
2,2,2014,7,2
2,2,2014,8,0
2,2,2014,9,4
2,2,2014,10,3
2,2,2014,11,3
2,2,2014,12,2
2,2,2014,39,0
2,2,2014,40,0
2,2,2014,41,0
2,2,2014,42,0
2,2,2014,44,0
2,2,2014,45,0
2,2,2014,48,0
2,2,2014,49,0
2,2,2014,50,0
2,2,2014,51,0
2,2,2015,1,0
2,2,2015,2,0
2,2,2015,3,0
2,2,2015,4,0
2,2,2015,5,0
2,2,2015,6,0
2,2,2015,9,0
2,2,2015,10,0
2,2,2015,11,0
2,2,2015,12,0
2,2,2015,13,0
2,2,2015,14,0
2,2,2015,15,0
2,2,2015,16,0
2,2,2015,17,0
2,2,2015,18,0
2,2,2015,19,0
2,2,2015,40,0
2,2,2015,42,0
2,2,2015,43,0
2,2,2015,44,0
2,2,2015,45,0
2,2,2015,46,0
2,2,2015,47,0
2,2,2015,48,0
2,2,2015,49,0
2,2,2015,50,0
2,2,2015,51,0
2,2,2015,52,0
2,2,2015,53,0
2,2,2016,1,0
2,2,2016,2,0
2,2,2016,3,0
2,2,2016,4,0
2,2,2016,5,0
2,2,2016,7,0
2,2,2016,8,0
2,2,2016,9,0
2,2,2016,10,0
2,2,2016,11,0
2,2,2016,12,0
2,2,2016,48,0
2,2,2016,49,0
2,2,2016,50,0
2,2,2016,51,0
2,2,2016,52,0
2,2,2017,1,0
3,3,2009,25,0
3,3,2009,26,1
3,3,2009,27,1
3,3,2009,28,1
3,3,2009,29,1
3,3,2009,30,1
3,3,2009,31,1
3,3,2009,32,1
3,3,2009,33,1
3,3,2009,34,1
3,3,2009,35,1
3,3,2009,36,1
3,3,2009,37,0
3,3,2009,38,1
3,3,2009,39,1
3,3,2009,40,1
3,3,2009,41,1
3,3,2009,42,1
3,3,2009,43,2
3,3,2009,44,2
3,3,2009,45,2
3,3,2009,46,2
3,3,2009,47,2
3,3,2009,48,2
3,3,2009,49,2
3,3,2009,50,2
3,3,2009,51,2
3,3,2009,52,2
3,3,2010,1,2
3,3,2010,2,2
3,3,2010,3,2
3,3,2010,4,2
3,3,2010,5,1
3,3,2010,6,1
3,3,2010,7,1
3,3,2010,8,1
3,3,2010,9,1
3,3,2010,10,0
3,3,2010,11,0
3,3,2010,12,0
3,3,2010,13,0
3,3,2010,14,0
3,3,2010,15,0
3,3,2010,16,0
3,3,2010,17,0
3,3,2010,18,0
3,3,2010,19,0
3,3,2010,20,0
3,3,2010,21,0
3,3,2010,22,1
3,3,2010,23,0
3,3,2010,24,0
3,3,2010,25,0
3,3,2010,26,0
3,3,2010,27,0
3,3,2010,28,0
3,3,2010,29,0
3,3,2010,30,0
3,3,2010,31,0
3,3,2010,32,0
3,3,2010,33,0
3,3,2010,34,0
3,3,2010,35,0
3,3,2010,36,0
3,3,2010,37,0
3,3,2010,38,0
3,3,2010,39,0
3,3,2010,40,0
3,3,2010,41,1
3,3,2010,42,1
3,3,2010,43,1
3,3,2010,44,1
3,3,2010,45,2
3,3,2010,46,2
3,3,2010,47,2
3,3,2010,48,3
3,3,2010,49,3
3,3,2010,50,3
3,3,2010,51,3
3,3,2010,52,3
3,3,2011,1,3
3,3,2011,2,3
3,3,2011,3,3
3,3,2011,4,3
3,3,2011,5,3
3,3,2011,6,3
3,3,2011,7,3
3,3,2011,8,4
3,3,2011,9,3
3,3,2011,10,3
3,3,2011,11,1
3,3,2011,12,1
3,3,2011,13,1
3,3,2011,14,1
3,3,2011,15,1
3,3,2011,16,1
3,3,2011,17,1
3,3,2011,18,1
3,3,2011,19,1
3,3,2011,20,0
3,3,2011,21,0
3,3,2011,22,0
3,3,2011,23,0
3,3,2011,24,0
3,3,2011,25,0
3,3,2011,26,0
3,3,2011,27,0
3,3,2011,28,0
3,3,2011,29,0
3,3,2011,30,0
3,3,2011,31,0
3,3,2011,32,0
3,3,2011,33,0
3,3,2011,34,1
3,3,2011,35,0
3,3,2011,36,0
3,3,2011,37,0
3,3,2011,38,0
3,3,2011,39,0
3,3,2011,40,0
3,3,2011,41,0
3,3,2011,42,0
3,3,2011,43,0
3,3,2011,44,1
3,3,2011,45,0
3,3,2011,46,1
3,3,2011,47,1
3,3,2011,48,2
3,3,2011,49,2
3,3,2011,50,2
3,3,2011,51,2
3,3,2011,52,2
3,3,2012,1,2
3,3,2012,2,3
3,3,2012,3,3
3,3,2012,4,3
3,3,2012,5,3
3,3,2012,6,3
3,3,2012,7,3
3,3,2012,8,4
3,3,2012,9,2
3,3,2012,10,2
3,3,2012,11,2
3,3,2012,12,2
3,3,2012,13,2
3,3,2012,14,2
3,3,2012,15,1
3,3,2012,16,1
3,3,2012,17,0
3,3,2012,18,1
3,3,2012,19,1
3,3,2012,20,1
3,3,2012,21,0
3,3,2012,22,0
3,3,2012,23,0
3,3,2012,24,0
3,3,2012,25,0
3,3,2012,26,0
3,3,2012,27,0
3,3,2012,28,0
3,3,2012,29,0
3,3,2012,30,0
3,3,2012,31,0
3,3,2012,32,0
3,3,2012,33,0
3,3,2012,34,0
3,3,2012,35,0
3,3,2012,36,0
3,3,2012,37,0
3,3,2012,38,0
3,3,2012,39,0
3,3,2012,40,0
3,3,2012,41,1
3,3,2012,42,1
3,3,2012,43,1
3,3,2012,44,1
3,3,2012,45,1
3,3,2012,46,1
3,3,2012,47,2
3,3,2012,48,2
3,3,2012,49,2
3,3,2012,50,3
3,3,2012,51,3
3,3,2012,52,4
3,3,2013,1,4
3,3,2013,2,4
3,3,2013,3,4
3,3,2013,4,4
3,3,2013,5,4
3,3,2013,6,4
3,3,2013,7,4
3,3,2013,8,4
3,3,2013,9,3
3,3,2013,10,3
3,3,2013,11,2
3,3,2013,12,1
3,3,2013,13,1
3,3,2013,14,1
3,3,2013,15,1
3,3,2013,16,1
3,3,2013,17,0
3,3,2013,18,0
3,3,2013,19,0
3,3,2013,20,0
3,3,2013,21,0
3,3,2013,22,0
3,3,2013,23,0
3,3,2013,24,0
3,3,2013,25,0
3,3,2013,26,0
3,3,2013,27,0
3,3,2013,28,0
3,3,2013,29,0
3,3,2013,30,0
3,3,2013,31,0
3,3,2013,32,0
3,3,2013,33,0
3,3,2013,34,1
3,3,2013,35,0
3,3,2013,36,1
3,3,2013,37,1
3,3,2013,38,1
3,3,2013,39,1
3,3,2013,40,1
3,3,2013,41,1
3,3,2013,42,1
3,3,2013,43,1
3,3,2013,44,1
3,3,2013,45,1
3,3,2013,46,1
3,3,2013,47,2
3,3,2013,48,2
3,3,2013,49,2
3,3,2013,50,2
3,3,2013,51,2
3,3,2013,52,2
3,3,2014,1,2
3,3,2014,2,3
3,3,2014,3,3
3,3,2014,4,3
3,3,2014,5,3
3,3,2014,6,4
3,3,2014,7,1
3,3,2014,8,1
3,3,2014,9,1
3,3,2014,10,1
3,3,2014,11,1
3,3,2014,12,1
3,3,2014,13,1
3,3,2014,14,1
3,3,2014,15,1
3,3,2014,16,1
3,3,2014,17,1
3,3,2014,18,1
3,3,2014,19,1
3,3,2014,20,1
3,3,2014,21,1
3,3,2014,22,1
3,3,2014,23,0
3,3,2014,24,1
3,3,2014,25,1
3,3,2014,26,1
3,3,2014,27,1
3,3,2014,28,1
3,3,2014,29,0
3,3,2014,30,0
3,3,2014,31,0
3,3,2014,32,0
3,3,2014,33,0
3,3,2014,34,0
3,3,2014,35,0
3,3,2014,36,0
3,3,2014,37,0
3,3,2014,38,0
3,3,2014,39,1
3,3,2014,40,1
3,3,2014,41,1
3,3,2014,42,1
3,3,2014,43,1
3,3,2014,44,1
3,3,2014,45,2
3,3,2014,46,2
3,3,2014,47,2
3,3,2014,48,2
3,3,2014,49,3
3,3,2014,50,3
3,3,2014,51,3
3,3,2014,52,3
3,3,2015,2,2
3,3,2015,3,3
3,3,2015,4,3
3,3,2015,5,4
3,3,2015,6,4
3,3,2015,7,4
3,3,2015,8,4
3,3,2015,9,4
3,3,2015,10,3
3,3,2015,11,3
3,3,2015,12,2
3,3,2015,13,2
3,3,2015,14,2
3,3,2015,15,2
3,3,2015,16,1
3,3,2015,17,1
3,3,2015,18,1
3,3,2015,19,1
3,3,2015,20,1
3,3,2015,21,1
3,3,2015,22,1
3,3,2015,23,1
3,3,2015,24,0
3,3,2015,25,0
3,3,2015,26,0
3,3,2015,27,0
3,3,2015,28,0
3,3,2015,29,0
3,3,2015,30,0
3,3,2015,31,0
3,3,2015,32,0
3,3,2015,33,0
3,3,2015,34,0
3,3,2015,35,0
3,3,2015,36,0
3,3,2015,37,0
3,3,2015,38,0
3,3,2015,39,0
3,3,2015,40,0
3,3,2015,41,0
3,3,2015,42,0
3,3,2015,43,0
3,3,2015,44,0
3,3,2015,45,0
3,3,2015,46,0
3,3,2015,47,0
3,3,2015,48,0
3,3,2015,49,0
3,3,2015,50,1
3,3,2015,51,1
3,3,2015,52,1
3,3,2015,53,2
3,3,2016,1,3
3,3,2016,2,3
3,3,2016,3,3
3,3,2016,4,3
3,3,2016,5,3
3,3,2016,6,3
3,3,2016,7,4
3,3,2016,8,4
3,3,2016,9,4
3,3,2016,10,4
3,3,2016,11,4
3,3,2016,12,3
3,3,2016,13,3
3,3,2016,14,2
3,3,2016,15,2
3,3,2016,48,1
3,3,2016,49,1
3,3,2016,50,1
3,3,2016,51,1
3,3,2016,52,1
3,3,2017,1,1
4,3,2010,1,0
4,3,2010,2,0
4,3,2010,3,0
4,3,2010,4,0
4,3,2010,5,0
4,3,2010,6,0
4,3,2010,7,0
4,3,2010,8,0
4,3,2010,9,0
4,3,2010,10,0
4,3,2010,11,0
4,3,2010,13,0
4,3,2010,14,0
4,3,2010,15,0
4,3,2010,16,0
4,3,2010,17,0
4,3,2010,18,0
4,3,2010,20,0
4,3,2010,21,0
4,3,2010,22,0
4,3,2010,23,0
4,3,2010,24,0
4,3,2010,25,0
4,3,2010,26,0
4,3,2010,27,0
4,3,2010,28,0
4,3,2010,29,0
4,3,2010,30,0
4,3,2010,31,0
4,3,2010,32,0
4,3,2010,33,0
4,3,2010,34,0
4,3,2010,35,0
4,3,2010,36,0
4,3,2010,37,0
4,3,2010,38,0
4,3,2010,39,0
4,3,2010,40,0
4,3,2010,41,0
4,3,2010,43,0
4,3,2010,44,0
4,3,2010,45,0
4,3,2010,46,0
4,3,2010,47,0
4,3,2010,48,0
4,3,2010,49,0
4,3,2010,50,0
4,3,2010,51,0
4,3,2010,52,0
4,3,2011,1,0
4,3,2011,2,0
4,3,2011,3,0
4,3,2011,4,0
4,3,2011,5,0
4,3,2011,6,0
4,3,2011,7,0
4,3,2011,8,0
4,3,2011,9,0
4,3,2011,10,0
4,3,2011,11,0
4,3,2011,12,0
4,3,2011,13,0
4,3,2011,14,0
4,3,2011,15,0
4,3,2011,16,0
4,3,2011,17,0
4,3,2011,18,0
4,3,2011,19,0
4,3,2011,20,0
4,3,2011,21,0
4,3,2011,22,0
4,3,2011,23,0
4,3,2011,24,0
4,3,2011,25,0
4,3,2011,26,0
4,3,2011,27,0
4,3,2011,28,0
4,3,2011,29,0
4,3,2011,30,0
4,3,2011,31,0
4,3,2011,32,1
4,3,2011,33,1
4,3,2011,34,1
4,3,2011,35,1
4,3,2011,36,1
4,3,2011,37,0
4,3,2011,38,1
4,3,2011,39,1
4,3,2011,40,0
4,3,2011,41,0
4,3,2011,42,1
4,3,2011,43,0
4,3,2011,44,0
4,3,2011,45,0
4,3,2011,46,0
4,3,2011,47,0
4,3,2011,48,0
4,3,2011,49,0
4,3,2011,50,0
4,3,2011,51,0
4,3,2011,52,0
4,3,2012,1,0
4,3,2012,2,0
4,3,2012,3,0
4,3,2012,4,0
4,3,2012,5,0
4,3,2012,6,0
4,3,2012,7,0
4,3,2012,8,0
4,3,2012,9,0
4,3,2012,10,0
4,3,2012,11,0
4,3,2012,12,0
4,3,2012,13,0
4,3,2012,14,0
4,3,2012,15,0
4,3,2012,16,0
4,3,2012,17,0
4,3,2012,18,0
4,3,2012,19,0
4,3,2012,20,0
4,3,2012,21,0
4,3,2012,22,0
4,3,2012,23,0
4,3,2012,24,0
4,3,2012,25,0
4,3,2012,26,0
4,3,2012,27,0
4,3,2012,28,0
4,3,2012,29,0
4,3,2012,30,0
4,3,2012,31,0
4,3,2012,32,0
4,3,2012,33,0
4,3,2012,34,0
4,3,2012,35,0
4,3,2012,36,0
4,3,2012,37,0
4,3,2012,38,0
4,3,2012,39,0
5,1,2007,1,0
5,1,2007,2,0
5,1,2007,3,0
5,1,2007,4,0
5,1,2007,5,0
5,1,2007,6,0
5,1,2007,7,0
5,1,2007,8,0
5,1,2007,9,0
5,1,2007,10,0
5,1,2007,11,1
5,1,2007,12,1
5,1,2007,13,0
5,1,2007,14,0
5,1,2007,15,0
5,1,2007,16,1
5,1,2007,17,2
5,1,2007,18,2
5,1,2007,19,2
5,1,2007,20,2
5,1,2007,21,2
5,1,2007,22,3
5,1,2007,23,4
5,1,2007,24,4
5,1,2007,25,4
5,1,2007,26,4
5,1,2007,27,4
5,1,2007,28,3
5,1,2007,29,2
5,1,2007,30,2
5,1,2007,31,1
5,1,2007,32,1
5,1,2007,33,1
5,1,2007,34,1
5,1,2007,35,1
5,1,2007,36,0
5,1,2007,37,0
5,1,2007,38,0
5,1,2007,39,1
5,1,2007,40,1
5,1,2007,41,0
5,1,2007,43,0
5,1,2007,44,0
5,1,2007,45,0
5,1,2007,46,1
5,1,2007,47,1
5,1,2007,48,0
5,1,2007,49,0
5,1,2007,50,0
5,1,2008,1,0
5,1,2008,2,0
5,1,2008,3,0
5,1,2008,4,0
5,1,2008,5,0
5,1,2008,6,0
5,1,2008,7,0
5,1,2008,8,0
5,1,2008,9,0
5,1,2008,10,0
5,1,2008,11,0
5,1,2008,12,0
5,1,2008,13,0
5,1,2008,14,1
5,1,2008,15,1
5,1,2008,16,0
5,1,2008,17,1
5,1,2008,18,1
5,1,2008,19,1
5,1,2008,20,1
5,1,2008,21,1
5,1,2008,22,2
5,1,2008,23,2
5,1,2008,24,2
5,1,2008,25,3
5,1,2008,26,4
5,1,2008,27,4
5,1,2008,28,4
5,1,2008,29,4
5,1,2008,30,3
5,1,2008,31,2
5,1,2008,32,1
5,1,2008,33,1
5,1,2008,34,1
5,1,2008,35,1
5,1,2008,36,1
5,1,2008,37,1
5,1,2008,38,1
5,1,2008,39,1
5,1,2008,40,1
5,1,2008,41,1
5,1,2008,43,1
5,1,2008,44,1
5,1,2008,45,1
5,1,2008,46,0
5,1,2008,47,0
5,1,2008,49,0
5,1,2008,50,0
5,1,2008,51,0
5,1,2008,52,0
5,1,2009,1,0
5,1,2009,2,0
5,1,2009,3,0
5,1,2009,4,0
5,1,2009,5,0
5,1,2009,6,0
5,1,2009,7,0
5,1,2009,8,0
5,1,2009,9,0
5,1,2009,10,0
5,1,2009,11,0
5,1,2009,13,0
5,1,2009,14,0
5,1,2009,15,4
5,1,2009,16,0
5,1,2009,17,0
5,1,2009,18,1
5,1,2009,19,1
5,1,2009,20,3
5,1,2009,21,1
5,1,2009,22,2
5,1,2009,23,2
5,1,2009,24,3
5,1,2009,25,3
5,1,2009,26,3
5,1,2009,27,3
5,1,2009,28,3
5,1,2009,29,3
5,1,2009,30,3
5,1,2009,31,3
5,1,2009,32,3
5,1,2009,33,3
5,1,2009,34,3
5,1,2009,35,3
5,1,2009,36,3
5,1,2009,37,3
5,1,2009,38,3
5,1,2009,39,3
5,1,2009,40,3
5,1,2009,41,3
5,1,2009,42,3
5,1,2009,43,3
5,1,2009,44,3
5,1,2009,45,3
5,1,2009,46,3
5,1,2009,47,3
5,1,2009,48,3
5,1,2009,49,3
5,1,2009,50,3
5,1,2009,51,3
5,1,2009,52,3
5,1,2010,1,3
5,1,2010,2,3
5,1,2010,3,3
5,1,2010,4,3
5,1,2010,5,3
5,1,2010,6,3
5,1,2010,7,3
5,1,2010,8,3
5,1,2010,9,3
5,1,2010,10,3
5,1,2010,11,3
5,1,2010,12,3
5,1,2010,13,3
5,1,2010,14,3
5,1,2010,15,3
5,1,2010,16,3
5,1,2010,17,3
5,1,2010,18,3
5,1,2010,19,3
5,1,2010,20,3
5,1,2010,21,3
5,1,2010,22,3
5,1,2010,23,3
5,1,2010,24,3
5,1,2010,25,3
5,1,2010,26,3
5,1,2010,27,3
5,1,2010,28,3
5,1,2010,29,3
5,1,2010,30,3
5,1,2010,31,3
5,1,2010,32,3
5,1,2010,33,3
5,1,2010,34,3
5,1,2010,35,3
5,1,2010,36,3
5,1,2010,37,3
5,1,2010,38,3
5,1,2010,39,3
5,1,2010,40,3
5,1,2010,41,3
5,1,2010,42,3
5,1,2010,43,3
5,1,2010,44,3
5,1,2010,45,3
5,1,2010,46,3
5,1,2010,47,3
5,1,2010,48,3
5,1,2010,49,3
5,1,2010,50,3
5,1,2010,51,3
5,1,2010,52,3
5,1,2011,1,3
5,1,2011,2,3
5,1,2011,3,3
5,1,2011,4,3
5,1,2011,5,3
5,1,2011,6,3
5,1,2011,7,3
5,1,2011,8,3
5,1,2011,9,3
5,1,2011,10,3
5,1,2011,11,3
5,1,2011,12,3
5,1,2011,13,3
5,1,2011,14,3
5,1,2011,15,3
5,1,2011,16,3
5,1,2011,17,3
5,1,2011,18,3
5,1,2011,19,3
5,1,2011,20,3
5,1,2011,21,3
5,1,2011,22,3
5,1,2011,23,3
5,1,2011,24,3
5,1,2011,25,3
5,1,2011,26,3
5,1,2011,27,3
5,1,2011,28,3
5,1,2011,29,3
5,1,2011,30,3
5,1,2011,31,3
5,1,2011,32,3
5,1,2011,33,3
5,1,2011,34,3
5,1,2011,35,3
5,1,2011,36,3
5,1,2011,37,3
5,1,2011,38,3
5,1,2011,39,3
5,1,2011,40,3
5,1,2011,41,3
5,1,2011,42,3
5,1,2011,43,3
5,1,2011,44,3
5,1,2011,45,3
5,1,2011,46,3
5,1,2011,47,3
5,1,2011,48,3
5,1,2011,49,3
5,1,2011,50,3
5,1,2011,51,3
5,1,2011,52,3
5,1,2012,1,1
5,1,2012,2,1
5,1,2012,3,1
5,1,2012,4,1
5,1,2012,5,1
5,1,2012,6,1
5,1,2012,7,1
5,1,2012,8,1
5,1,2012,9,1
5,1,2012,10,1
5,1,2012,11,1
5,1,2012,12,1
5,1,2012,13,1
5,1,2012,14,1
5,1,2012,15,1
5,1,2012,16,1
5,1,2012,17,1
5,1,2012,18,1
5,1,2012,19,1
5,1,2012,20,1
5,1,2012,21,3
5,1,2012,22,3
5,1,2012,23,3
5,1,2012,24,3
5,1,2012,25,2
5,1,2012,26,3
5,1,2012,27,3
5,1,2012,28,3
5,1,2012,29,2
5,1,2012,30,2
5,1,2012,31,3
5,1,2012,32,3
5,1,2012,33,3
5,1,2012,34,3
5,1,2012,35,3
5,1,2012,36,3
5,1,2012,37,3
5,1,2012,38,3
5,1,2012,39,3
5,1,2012,40,3
5,1,2012,41,3
5,1,2012,42,3
5,1,2012,43,3
5,1,2012,44,3
5,1,2012,45,3
5,1,2012,46,3
5,1,2012,47,3
5,1,2012,48,2
5,1,2012,49,1
5,1,2012,50,1
5,1,2012,51,1
5,1,2012,52,1
5,1,2013,1,1
5,1,2013,2,1
5,1,2013,3,1
5,1,2013,4,1
5,1,2013,5,1
5,1,2013,6,1
5,1,2013,7,1
5,1,2013,8,1
5,1,2013,9,1
5,1,2013,10,1
5,1,2013,11,1
5,1,2013,12,1
5,1,2013,13,1
5,1,2013,14,1
5,1,2013,15,1
5,1,2013,16,1
5,1,2013,17,1
5,1,2013,18,3
5,1,2013,19,3
5,1,2013,20,3
5,1,2013,21,3
5,1,2013,22,3
5,1,2013,23,3
5,1,2013,24,3
5,1,2013,25,3
5,1,2013,26,3
5,1,2013,27,3
5,1,2013,28,3
5,1,2013,29,2
5,1,2013,30,2
5,1,2013,31,2
5,1,2013,32,2
5,1,2013,33,2
5,1,2013,34,2
5,1,2013,35,2
5,1,2013,36,2
5,1,2013,37,2
5,1,2013,38,2
5,1,2013,39,2
5,1,2013,40,2
5,1,2013,41,2
5,1,2013,42,1
5,1,2013,43,1
5,1,2013,44,1
5,1,2013,45,1
5,1,2013,46,1
5,1,2013,47,1
5,1,2013,48,1
5,1,2013,49,1
5,1,2013,50,1
5,1,2013,51,1
5,1,2013,52,1
5,1,2014,1,1
5,1,2014,2,0
5,1,2014,3,1
5,1,2014,4,0
5,1,2014,5,1
5,1,2014,6,1
5,1,2014,7,0
5,1,2014,8,1
5,1,2014,9,1
5,1,2014,10,1
5,1,2014,11,1
5,1,2014,12,1
5,1,2014,13,1
